Father_Occupation,Mother_Occupation,Application_Mode,Father_Qualification,Mother_Qualification,GDP,Scholarship_Holder,Inflation_Rate,Debtor,Application_Order,Target
8,9,39,37,37,0.79,0,-0.3,0,1,0
9,9,39,37,37,-3.12,0,-0.8,0,1,0
10,3,51,1,2,2.02,0,0.6,1,1,0
7,4,44,37,37,-0.92,0,0.3,0,1,0
3,4,39,12,1,0.79,0,-0.3,0,1,0
1,4,39,19,38,-4.06,0,2.8,0,2,0
2,1,43,3,3,-0.92,0,0.3,0,1,0
3,3,39,19,1,1.79,0,0.5,0,1,0
7,4,17,1,1,1.74,0,1.4,0,4,0
5,2,7,37,3,-4.06,0,2.8,1,1,0
0,0,17,34,34,0.32,0,2.6,0,3,0
5,5,1,37,34,-3.12,0,-0.8,0,1,0
10,9,17,1,1,0.32,0,2.6,1,1,0
9,9,7,37,37,-1.7,0,3.7,0,1,0
8,9,39,19,19,0.79,0,-0.3,0,1,0
0,0,26,34,34,0.32,0,2.6,0,1,0
5,5,7,1,19,2.02,0,0.6,0,1,0
5,4,1,1,1,-3.12,0,-0.8,0,6,0
7,4,1,19,1,-4.06,0,2.8,0,4,0
3,3,1,19,38,-1.7,0,3.7,0,1,0
6,9,44,38,37,2.02,0,0.6,0,1,0
8,5,17,38,1,-1.7,1,3.7,0,1,0
10,1,39,1,3,-1.7,0,3.7,0,1,0
1,4,1,19,9,-3.12,0,-0.8,0,1,0
9,9,43,37,37,1.74,0,1.4,0,2,0
9,9,43,37,37,0.79,0,-0.3,0,1,0
9,9,7,37,37,0.32,0,2.6,0,1,0
9,4,17,37,19,0.79,0,-0.3,0,6,0
8,8,1,38,1,2.02,1,0.6,0,1,0
8,9,17,38,37,3.51,0,1.4,0,2,0
3,3,1,19,1,0.79,0,-0.3,0,2,0
1,2,16,3,3,0.79,0,-0.3,0,1,0
9,9,17,37,37,-3.12,0,-0.8,0,1,0
9,9,43,37,37,0.32,0,2.6,0,4,0
7,7,7,37,37,-4.06,0,2.8,0,1,0
9,9,39,37,37,1.74,0,1.4,0,1,0
9,9,39,37,37,3.51,0,1.4,1,1,0
0,0,1,34,34,0.32,0,2.6,0,1,0
3,5,1,19,38,-3.12,0,-0.8,0,5,0
9,9,43,37,37,-3.12,0,-0.8,0,1,0
10,9,44,37,37,-4.06,0,2.8,0,1,0
9,9,39,37,37,2.02,0,0.6,0,1,0
7,7,39,37,37,2.02,0,0.6,0,1,0
9,9,39,38,19,0.79,0,-0.3,0,1,0
0,0,1,1,1,-3.12,0,-0.8,0,1,0
10,4,39,1,1,-3.12,0,-0.8,1,1,0
9,9,1,37,37,-1.7,0,3.7,0,1,0
9,9,43,37,37,0.32,0,2.6,0,3,0
8,7,39,38,38,-1.7,0,3.7,0,1,0
9,9,7,37,37,-1.7,0,3.7,0,1,0
8,5,39,37,37,0.79,0,-0.3,0,1,0
8,7,43,37,37,-0.92,0,0.3,0,1,0
9,9,1,19,1,3.51,1,1.4,0,1,0
10,9,39,37,37,-0.92,1,0.3,1,1,0
7,5,17,37,37,-3.12,0,-0.8,0,3,0
1,5,17,37,37,-3.12,0,-0.8,0,1,0
3,4,17,1,1,2.02,1,0.6,0,6,0
1,1,1,19,19,1.74,0,1.4,0,1,0
7,9,39,37,37,2.02,1,0.6,1,1,0
4,90,39,11,11,0.32,0,2.6,0,1,0
9,2,17,12,3,1.74,0,1.4,1,1,0
9,9,1,38,38,0.32,0,2.6,0,1,0
112,134,42,2,2,0.32,0,2.6,0,1,0
9,9,43,37,37,1.74,0,1.4,1,1,0
9,7,17,37,37,2.02,0,0.6,0,1,0
2,4,39,3,1,3.51,0,1.4,1,1,0
5,4,43,4,2,0.79,0,-0.3,0,1,0
8,9,18,19,1,1.79,0,0.5,0,3,0
0,0,39,34,34,-3.12,0,-0.8,1,1,0
0,0,39,34,34,0.32,0,2.6,0,1,0
10,4,51,4,1,3.51,0,1.4,0,1,0
9,9,39,37,37,-1.7,0,3.7,0,1,0
10,4,39,19,38,1.74,0,1.4,0,2,0
5,5,17,37,19,0.32,0,2.6,0,5,0
2,4,17,3,1,-3.12,0,-0.8,0,1,0
9,9,17,37,38,1.74,0,1.4,0,1,0
0,0,43,34,34,0.32,0,2.6,0,1,0
9,9,39,37,37,-1.7,0,3.7,0,1,0
9,9,39,37,37,-0.92,0,0.3,1,1,0
3,5,43,37,37,-1.7,0,3.7,0,1,0
9,9,44,37,19,1.79,0,0.5,1,1,0
4,9,39,1,1,0.79,0,-0.3,0,1,0
99,99,39,34,34,0.32,0,2.6,0,1,0
3,2,44,38,3,3.51,0,1.4,1,1,0
4,3,44,3,19,-4.06,0,2.8,1,1,0
2,1,39,3,1,-3.12,1,-0.8,0,1,0
5,2,39,1,3,1.74,0,1.4,0,1,0
9,9,43,12,12,1.74,0,1.4,0,1,0
9,9,42,19,19,-1.7,0,3.7,1,1,0
5,5,17,3,1,1.74,0,1.4,0,4,0
9,9,39,37,38,1.74,0,1.4,0,1,0
9,9,39,37,19,1.79,0,0.5,0,1,0
2,9,7,2,1,-3.12,0,-0.8,0,1,0
2,4,7,3,1,3.51,0,1.4,0,1,0
3,3,7,37,27,-3.12,0,-0.8,0,1,0
3,8,1,38,19,-1.7,0,3.7,1,3,0
10,9,44,38,19,0.79,0,-0.3,0,1,0
1,2,43,19,4,-3.12,0,-0.8,0,1,0
5,9,18,4,1,-3.12,0,-0.8,1,4,0
4,4,44,1,1,1.79,0,0.5,0,1,0
4,5,17,1,19,2.02,0,0.6,0,1,0
7,5,44,37,19,1.79,0,0.5,0,1,0
3,3,1,12,1,2.02,0,0.6,0,1,0
4,5,17,1,19,1.74,0,1.4,1,1,0
7,9,1,38,19,3.51,0,1.4,1,1,0
9,9,15,37,37,2.02,0,0.6,0,1,0
4,2,18,19,3,0.79,0,-0.3,0,6,0
0,0,17,34,34,0.32,0,2.6,0,1,0
9,9,1,37,3,-0.92,0,0.3,0,1,0
7,7,1,19,38,-0.92,0,0.3,1,3,0
6,6,1,37,37,2.02,0,0.6,0,2,0
6,8,17,37,37,-0.92,0,0.3,0,1,0
8,9,39,37,37,1.79,0,0.5,0,1,0
10,7,1,1,19,0.79,0,-0.3,1,3,0
9,5,1,37,12,1.79,0,0.5,0,6,0
4,0,42,25,37,-3.12,0,-0.8,0,1,0
99,99,42,34,34,0.32,0,2.6,0,1,0
0,5,1,38,19,0.32,0,2.6,0,2,0
9,9,1,38,37,0.32,0,2.6,1,1,0
9,9,39,37,37,-1.7,0,3.7,0,1,0
7,9,39,37,37,-4.06,0,2.8,0,1,0
10,4,43,1,1,-4.06,0,2.8,0,1,0
0,0,1,34,34,0.32,0,2.6,0,1,0
7,9,1,38,19,0.79,0,-0.3,0,1,0
5,4,17,1,19,3.51,0,1.4,1,5,0
7,7,39,37,38,-0.92,0,0.3,0,1,0
7,9,17,37,19,3.51,1,1.4,0,5,0
9,9,17,1,1,-1.7,0,3.7,0,1,0
9,9,39,37,19,2.02,0,0.6,0,1,0
5,2,1,1,3,0.32,0,2.6,0,1,0
2,4,1,1,1,3.51,0,1.4,0,1,0
9,9,39,37,37,-1.7,1,3.7,0,1,0
6,9,51,19,1,3.51,0,1.4,0,1,0
10,9,17,1,1,2.02,0,0.6,1,4,0
3,5,17,19,1,0.32,0,2.6,0,2,0
9,9,44,38,19,-4.06,1,2.8,1,1,0
7,4,39,19,1,-4.06,0,2.8,0,1,0
1,1,43,37,37,0.79,0,-0.3,0,1,0
3,9,39,1,37,-4.06,0,2.8,1,1,0
10,2,44,4,4,-1.7,0,3.7,0,1,0
7,1,43,38,1,-1.7,0,3.7,0,1,0
8,5,17,37,19,-1.7,0,3.7,0,1,0
7,7,7,37,37,-4.06,0,2.8,0,1,0
1,9,39,1,19,-4.06,0,2.8,0,1,0
4,4,17,1,1,0.32,0,2.6,1,2,0
9,9,1,1,1,-3.12,1,-0.8,0,2,0
10,3,44,1,1,-4.06,0,2.8,0,1,0
5,5,43,37,37,-1.7,0,3.7,0,2,0
9,9,51,38,38,3.51,0,1.4,0,1,0
7,7,39,37,37,3.51,1,1.4,0,1,0
5,9,43,1,19,-1.7,0,3.7,0,1,0
7,9,17,37,37,0.32,0,2.6,0,3,0
10,3,51,1,3,2.02,0,0.6,0,1,0
0,4,17,1,12,0.32,0,2.6,0,3,0
5,4,1,19,1,0.79,0,-0.3,1,3,0
90,7,39,37,19,1.74,0,1.4,0,1,0
4,3,18,1,3,0.79,0,-0.3,0,4,0
7,6,17,37,38,2.02,0,0.6,0,1,0
10,4,7,1,1,-0.92,0,0.3,1,1,0
8,9,17,1,37,1.79,0,0.5,1,1,0
4,4,1,1,1,1.79,1,0.5,0,3,0
8,4,44,19,1,-1.7,0,3.7,0,1,0
9,9,39,37,37,0.79,1,-0.3,1,1,0
9,4,1,37,37,-1.7,0,3.7,1,1,0
3,9,7,19,37,3.51,0,1.4,0,1,0
3,2,17,1,1,2.02,0,0.6,0,2,0
8,9,1,38,38,2.02,0,0.6,0,1,0
2,4,17,44,1,3.51,0,1.4,1,1,0
6,3,44,1,3,1.79,0,0.5,1,1,0
3,90,18,1,19,-3.12,0,-0.8,1,1,0
7,5,17,38,19,3.51,0,1.4,0,1,0
9,7,17,19,19,0.32,0,2.6,0,1,0
7,1,43,19,3,-0.92,0,0.3,0,2,0
3,5,39,39,1,0.79,0,-0.3,1,1,0
3,0,17,19,34,0.32,1,2.6,0,1,0
5,5,1,19,1,-3.12,0,-0.8,0,1,0
9,9,43,37,37,0.32,0,2.6,0,1,0
0,0,27,34,34,0.32,0,2.6,0,1,0
0,0,39,34,34,0.32,0,2.6,0,1,0
8,9,39,37,37,3.51,0,1.4,1,1,0
9,9,1,19,19,3.51,0,1.4,0,1,0
6,6,17,37,19,0.79,0,-0.3,0,1,0
5,3,39,19,3,2.02,0,0.6,0,1,0
6,5,39,38,1,0.79,0,-0.3,0,1,0
9,9,44,19,38,2.02,0,0.6,0,1,0
8,7,1,38,1,2.02,0,0.6,0,1,0
4,9,39,37,37,-0.92,0,0.3,0,1,0
10,4,1,1,12,0.32,0,2.6,0,1,0
9,4,1,38,38,2.02,1,0.6,0,1,0
10,8,1,19,38,-0.92,0,0.3,0,1,0
4,1,39,2,2,-4.06,0,2.8,0,1,0
3,9,43,3,1,1.74,0,1.4,0,1,0
9,1,17,38,3,-4.06,0,2.8,0,1,0
8,9,1,1,38,0.32,0,2.6,0,1,0
9,9,1,37,37,0.32,0,2.6,0,2,0
8,2,39,1,3,0.79,0,-0.3,0,1,0
9,9,16,37,37,0.32,0,2.6,0,2,0
99,99,39,34,34,0.32,0,2.6,1,1,0
5,9,43,38,37,-3.12,0,-0.8,0,1,0
3,3,17,33,1,1.74,0,1.4,0,1,0
6,6,39,37,37,-4.06,0,2.8,1,1,0
9,9,43,19,37,-1.7,0,3.7,0,1,0
9,4,39,37,37,1.74,0,1.4,0,1,0
9,5,43,37,37,-0.92,0,0.3,0,1,0
9,9,1,37,37,-4.06,0,2.8,1,1,0
4,0,39,29,37,0.32,0,2.6,0,1,0
2,0,1,19,38,-3.12,0,-0.8,0,1,0
10,3,43,19,37,0.79,1,-0.3,0,1,0
7,9,39,19,37,1.79,0,0.5,0,1,0
7,6,18,38,38,3.51,1,1.4,0,1,0
6,4,43,19,3,0.79,0,-0.3,1,1,0
5,4,17,1,1,1.74,0,1.4,0,2,0
7,7,1,37,37,0.79,0,-0.3,0,1,0
4,4,39,1,1,-3.12,0,-0.8,1,1,0
3,3,1,19,19,-3.12,0,-0.8,0,2,0
1,90,39,1,1,-1.7,0,3.7,1,1,0
0,0,43,34,34,0.32,0,2.6,0,1,0
10,4,17,1,1,0.79,0,-0.3,0,1,0
9,9,1,38,37,1.74,0,1.4,1,1,0
90,90,39,37,37,-3.12,0,-0.8,0,1,0
7,4,39,37,38,-3.12,0,-0.8,0,1,0
5,9,18,37,38,2.02,0,0.6,0,6,0
90,90,39,37,37,1.74,0,1.4,0,1,0
4,9,43,19,37,-0.92,0,0.3,1,1,0
3,5,1,37,38,0.79,0,-0.3,1,2,0
9,9,18,38,38,-1.7,1,3.7,0,3,0
9,9,1,37,37,-3.12,0,-0.8,1,1,0
4,9,39,4,19,2.02,0,0.6,0,1,0
8,4,39,1,1,0.79,0,-0.3,1,1,0
8,4,39,1,1,3.51,0,1.4,1,1,0
7,3,17,37,38,-1.7,0,3.7,0,4,0
9,9,18,37,37,3.51,1,1.4,0,1,0
7,1,7,27,6,-3.12,0,-0.8,0,1,0
1,2,1,2,3,-3.12,0,-0.8,0,1,0
10,4,39,19,1,2.02,0,0.6,0,1,0
9,9,39,37,37,2.02,0,0.6,0,1,0
5,4,17,19,19,-0.92,0,0.3,1,1,0
4,9,44,19,19,-4.06,0,2.8,0,1,0
6,9,39,38,38,3.51,0,1.4,1,1,0
5,5,1,37,19,-0.92,0,0.3,0,1,0
9,9,39,37,37,0.32,0,2.6,0,1,0
9,9,1,1,1,-1.7,0,3.7,0,1,0
6,4,7,19,19,1.79,0,0.5,0,1,0
8,4,17,38,1,0.79,0,-0.3,0,6,0
9,9,39,34,34,-4.06,0,2.8,0,1,0
2,3,42,3,3,1.74,0,1.4,0,1,0
10,90,39,37,37,1.74,0,1.4,0,1,0
7,4,39,37,1,-0.92,0,0.3,0,1,0
9,5,18,37,38,1.74,0,1.4,0,3,0
9,5,17,1,38,1.74,0,1.4,0,5,0
10,9,39,37,37,-4.06,0,2.8,0,1,0
9,9,39,19,37,-3.12,0,-0.8,0,2,0
5,5,39,37,37,1.74,0,1.4,0,1,0
4,9,17,1,19,0.32,0,2.6,0,1,0
7,9,39,37,37,3.51,1,1.4,0,1,0
7,1,1,1,3,-3.12,0,-0.8,0,1,0
2,4,7,3,19,-1.7,0,3.7,0,1,0
9,4,1,38,19,-1.7,0,3.7,0,6,0
3,2,7,19,3,-0.92,0,0.3,0,1,0
2,2,1,3,3,-0.92,0,0.3,0,1,0
0,0,39,34,34,-3.12,0,-0.8,0,1,0
8,4,7,19,19,-0.92,0,0.3,0,1,0
8,7,1,38,19,-0.92,0,0.3,0,1,0
0,0,1,1,34,0.32,0,2.6,0,1,0
9,9,1,37,37,0.32,1,2.6,0,1,0
9,2,39,19,3,2.02,0,0.6,0,1,0
5,5,1,19,19,0.79,0,-0.3,0,3,0
9,9,7,1,38,1.74,0,1.4,0,1,0
9,4,1,38,1,0.32,0,2.6,0,2,0
7,5,17,38,19,-4.06,0,2.8,0,3,0
7,5,1,1,34,-3.12,0,-0.8,0,5,0
9,7,1,37,37,-1.7,1,3.7,0,1,0
9,9,39,19,1,-1.7,0,3.7,0,1,0
3,3,44,37,1,1.79,0,0.5,1,1,0
0,0,43,34,34,-3.12,0,-0.8,0,1,0
8,9,43,38,37,-0.92,0,0.3,1,1,0
10,4,1,1,1,1.79,0,0.5,0,1,0
5,5,17,37,37,-0.92,0,0.3,0,2,0
0,4,18,34,38,1.74,0,1.4,0,1,0
7,9,1,19,37,-3.12,0,-0.8,0,6,0
7,7,39,37,38,1.74,0,1.4,0,2,0
0,5,17,37,37,0.32,0,2.6,0,2,0
99,99,7,34,34,2.02,0,0.6,1,1,0
2,2,7,5,3,0.32,0,2.6,0,1,0
3,1,1,1,19,-4.06,0,2.8,0,1,0
10,9,39,38,37,2.02,0,0.6,0,1,0
7,6,1,19,37,-3.12,0,-0.8,0,1,0
9,2,1,1,3,-1.7,0,3.7,0,5,0
90,90,43,22,19,0.32,0,2.6,0,1,0
7,7,43,38,37,-3.12,0,-0.8,0,3,0
5,0,1,37,37,0.32,0,2.6,0,1,0
9,9,43,37,37,1.74,0,1.4,1,1,0
2,2,39,40,44,2.02,0,0.6,0,1,0
9,9,43,37,37,-3.12,0,-0.8,0,1,0
9,9,1,38,38,-1.7,0,3.7,1,5,0
7,0,1,38,34,0.32,0,2.6,0,1,0
9,4,1,38,1,0.32,0,2.6,0,1,0
6,5,1,37,19,3.51,0,1.4,1,1,0
3,3,1,37,1,1.79,0,0.5,1,6,0
4,0,1,38,34,-3.12,0,-0.8,0,1,0
5,5,17,1,19,-3.12,1,-0.8,0,2,0
5,99,39,36,36,-3.12,1,-0.8,0,1,0
4,4,43,38,1,-4.06,0,2.8,1,1,0
90,4,1,19,38,0.32,0,2.6,1,1,0
9,9,1,37,37,1.74,0,1.4,1,3,0
3,3,17,38,19,-1.7,0,3.7,0,1,0
5,2,1,3,3,3.51,0,1.4,0,1,0
6,9,18,37,19,2.02,0,0.6,1,4,0
3,3,43,19,38,1.74,0,1.4,0,1,0
6,4,39,1,1,0.79,0,-0.3,1,1,0
7,5,39,37,37,-3.12,0,-0.8,0,1,0
3,4,1,22,9,-3.12,0,-0.8,0,1,0
4,9,18,37,19,1.79,0,0.5,1,2,0
9,5,1,37,37,0.32,0,2.6,0,1,0
2,2,7,3,2,-4.06,0,2.8,0,1,0
10,9,1,19,37,-3.12,0,-0.8,0,1,0
9,9,39,37,37,2.02,0,0.6,1,1,0
9,9,43,37,37,-3.12,0,-0.8,0,1,0
4,9,39,1,37,0.32,0,2.6,0,1,0
4,4,1,1,5,-4.06,0,2.8,0,2,0
4,1,17,3,1,3.51,0,1.4,0,4,0
7,4,39,19,1,3.51,0,1.4,0,1,0
5,90,17,37,19,0.32,0,2.6,0,1,0
9,9,17,1,19,1.74,1,1.4,0,1,0
7,9,39,37,19,0.79,0,-0.3,0,1,0
9,5,18,37,37,1.74,0,1.4,0,2,0
9,7,39,19,38,1.74,0,1.4,1,1,0
2,9,44,3,1,0.79,0,-0.3,1,1,0
9,9,1,19,19,1.74,0,1.4,0,6,0
9,9,39,19,19,1.74,0,1.4,0,1,0
8,9,17,38,38,-1.7,0,3.7,0,1,0
7,9,43,37,38,-4.06,0,2.8,0,1,0
9,9,17,37,37,0.32,0,2.6,0,6,0
5,4,17,1,1,-3.12,0,-0.8,0,4,0
5,7,1,1,19,1.79,0,0.5,0,1,0
9,9,1,3,19,0.79,0,-0.3,0,5,0
4,4,42,1,19,-4.06,0,2.8,0,1,0
0,0,39,34,34,0.32,0,2.6,0,1,0
7,1,44,1,1,1.79,0,0.5,0,1,0
9,3,7,19,19,-0.92,0,0.3,0,1,0
6,9,17,37,37,0.32,0,2.6,0,1,0
1,4,1,3,1,1.74,0,1.4,0,1,0
5,3,1,1,1,-0.92,0,0.3,1,1,0
6,9,39,37,37,1.79,0,0.5,1,1,0
8,9,39,37,19,-0.92,0,0.3,1,1,0
9,9,39,37,37,-3.12,0,-0.8,0,1,0
1,4,43,31,38,-3.12,0,-0.8,0,2,0
9,8,1,37,1,-1.7,0,3.7,0,4,0
9,5,17,19,37,2.02,0,0.6,0,1,0
8,9,1,38,19,0.79,1,-0.3,0,2,0
0,0,39,34,34,0.32,0,2.6,0,1,0
9,9,17,37,38,0.79,0,-0.3,1,5,0
5,5,17,19,12,1.74,0,1.4,0,2,0
4,4,17,1,1,0.32,0,2.6,0,5,0
7,9,1,38,38,1.74,0,1.4,0,6,0
8,4,39,37,37,2.02,0,0.6,0,1,0
8,7,39,37,19,2.02,0,0.6,1,1,0
9,9,43,37,37,0.32,0,2.6,1,1,0
0,0,17,34,34,0.32,0,2.6,0,3,0
9,9,39,37,37,-3.12,0,-0.8,0,1,0
9,9,39,12,12,1.79,0,0.5,0,1,0
9,9,43,37,37,0.32,0,2.6,0,1,0
9,9,43,37,37,-3.12,0,-0.8,0,1,0
7,7,39,37,37,1.74,0,1.4,0,1,0
8,7,7,37,38,-1.7,0,3.7,0,1,0
7,9,1,34,37,-3.12,0,-0.8,0,1,0
194,193,1,19,19,1.79,0,0.5,0,1,0
7,8,17,38,37,0.32,1,2.6,0,1,0
9,9,1,37,37,1.74,0,1.4,0,1,0
9,9,43,37,37,-4.06,0,2.8,1,1,0
99,99,17,34,34,-3.12,1,-0.8,1,3,0
3,6,39,37,37,-3.12,0,-0.8,1,1,0
90,90,7,37,19,0.32,0,2.6,0,1,0
8,8,39,1,2,-0.92,0,0.3,1,1,0
9,9,39,37,37,-1.7,0,3.7,0,1,0
3,9,44,37,37,0.79,0,-0.3,0,1,0
6,6,39,37,37,2.02,0,0.6,1,1,0
9,9,1,1,1,2.02,0,0.6,1,2,0
9,9,1,37,37,0.79,1,-0.3,0,1,0
3,3,15,3,1,0.79,0,-0.3,0,1,1
3,5,17,37,38,-3.12,0,-0.8,0,2,1
9,9,39,38,37,0.79,0,-0.3,0,1,1
7,9,39,37,37,-0.92,0,0.3,1,1,1
10,7,1,38,19,-4.06,1,2.8,0,1,1
9,9,1,1,1,-0.92,1,0.3,0,3,1
7,5,1,19,38,0.79,0,-0.3,0,1,1
9,9,1,38,19,-1.7,1,3.7,0,1,1
7,4,53,1,1,3.51,1,1.4,0,1,1
5,5,1,37,38,1.74,1,1.4,0,1,1
4,5,17,1,19,-4.06,0,2.8,0,2,1
5,3,1,19,3,1.74,0,1.4,0,1,1
8,9,1,1,1,2.02,1,0.6,0,3,1
1,1,1,19,19,-1.7,0,3.7,0,4,1
7,4,1,38,1,2.02,1,0.6,0,4,1
7,3,1,19,19,2.02,0,0.6,0,1,1
8,7,17,38,19,-0.92,0,0.3,0,2,1
9,9,1,1,19,-0.92,0,0.3,0,1,1
124,125,51,3,42,3.51,0,1.4,0,1,1
5,9,18,1,19,1.79,0,0.5,0,1,1
9,3,1,37,2,0.79,0,-0.3,0,1,1
3,9,39,19,19,0.32,0,2.6,0,1,1
7,2,1,19,3,3.51,0,1.4,0,2,1
2,2,1,3,1,2.02,0,0.6,0,6,1
9,9,17,19,19,2.02,0,0.6,0,2,1
7,7,17,19,37,2.02,1,0.6,0,6,1
9,9,44,19,1,1.79,1,0.5,0,1,1
9,9,1,38,37,-1.7,1,3.7,0,1,1
7,9,39,38,19,1.79,1,0.5,0,1,1
90,90,1,37,37,0.32,0,2.6,0,3,1
5,5,1,19,1,-4.06,0,2.8,0,1,1
10,7,17,38,38,-3.12,0,-0.8,0,1,1
9,9,1,19,19,-0.92,0,0.3,0,2,1
9,9,44,1,19,0.79,1,-0.3,0,1,1
3,5,1,19,19,1.74,1,1.4,0,3,1
9,9,44,37,19,3.51,0,1.4,0,1,1
4,8,17,19,37,0.79,0,-0.3,0,1,1
9,9,1,38,38,1.74,0,1.4,0,2,1
8,9,17,19,1,3.51,1,1.4,1,4,1
9,9,17,37,38,-0.92,1,0.3,0,4,1
6,9,39,37,37,1.74,0,1.4,0,1,1
6,9,39,37,37,-3.12,0,-0.8,0,1,1
7,9,42,38,37,1.74,1,1.4,0,1,1
5,4,39,19,1,-3.12,1,-0.8,0,1,1
0,4,17,38,19,0.32,0,2.6,0,1,1
9,9,17,1,19,3.51,0,1.4,0,2,1
9,9,39,19,37,-1.7,0,3.7,0,1,1
5,5,1,1,37,3.51,0,1.4,0,5,1
7,7,1,37,37,1.79,1,0.5,0,5,1
10,9,1,1,1,-0.92,0,0.3,0,4,1
6,9,39,37,37,-4.06,0,2.8,0,1,1
8,2,51,1,3,2.02,0,0.6,1,1,1
7,6,1,37,37,0.79,0,-0.3,0,1,1
9,9,1,19,19,1.74,0,1.4,0,1,1
7,4,1,38,1,1.74,0,1.4,0,3,1
7,9,1,38,37,-3.12,0,-0.8,0,2,1
5,4,1,19,2,2.02,0,0.6,0,1,1
7,9,1,19,19,-0.92,0,0.3,0,2,1
9,9,1,38,38,-3.12,1,-0.8,0,1,1
7,4,1,38,19,-4.06,0,2.8,0,1,1
9,9,44,37,37,1.79,0,0.5,0,1,1
3,5,17,39,1,1.79,0,0.5,0,3,1
9,8,17,37,1,1.79,0,0.5,0,6,1
9,9,17,37,37,0.32,0,2.6,0,2,1
8,4,1,19,1,3.51,0,1.4,0,4,1
7,9,43,37,38,0.32,0,2.6,0,1,1
5,5,17,19,19,0.32,0,2.6,0,1,1
175,141,1,1,1,3.51,1,1.4,1,1,1
8,4,18,1,19,0.79,0,-0.3,0,1,1
9,9,1,37,37,0.32,0,2.6,0,5,1
4,4,1,1,19,1.79,1,0.5,0,6,1
10,9,1,12,1,1.79,1,0.5,0,3,1
7,9,1,19,19,-4.06,1,2.8,0,3,1
6,5,17,38,37,-3.12,1,-0.8,0,5,1
10,2,1,19,3,0.79,0,-0.3,0,1,1
9,9,1,19,1,2.02,1,0.6,0,1,1
7,4,1,38,1,0.32,0,2.6,0,1,1
9,9,1,37,37,0.32,0,2.6,0,1,1
9,9,1,38,38,1.79,1,0.5,0,1,1
9,7,17,37,1,-1.7,1,3.7,0,2,1
10,9,1,1,19,-3.12,0,-0.8,0,3,1
8,6,39,19,1,2.02,1,0.6,0,1,1
7,9,1,37,19,-4.06,1,2.8,0,1,1
9,9,1,19,19,-4.06,0,2.8,0,2,1
4,5,17,19,1,0.32,0,2.6,0,2,1
7,7,17,37,19,-4.06,1,2.8,0,1,1
8,7,17,19,19,0.79,0,-0.3,0,3,1
1,1,39,2,2,-1.7,0,3.7,0,1,1
10,3,17,37,37,-4.06,0,2.8,0,2,1
5,4,17,38,2,0.32,0,2.6,0,1,1
6,4,42,2,19,-3.12,0,-0.8,0,1,1
5,9,39,19,37,0.32,0,2.6,0,1,1
3,3,43,1,3,1.79,0,0.5,0,1,1
4,9,17,1,38,0.32,1,2.6,0,3,1
1,4,17,3,1,-0.92,0,0.3,0,4,1
8,9,1,38,19,0.79,1,-0.3,0,1,1
8,9,1,38,38,-1.7,0,3.7,0,4,1
5,5,18,37,37,-3.12,0,-0.8,0,6,1
8,3,1,19,19,2.02,0,0.6,0,1,1
7,4,1,1,1,1.74,0,1.4,0,1,1
0,4,1,19,19,0.32,0,2.6,0,4,1
7,7,1,19,19,1.74,0,1.4,0,4,1
10,5,44,38,38,0.79,0,-0.3,1,1,1
8,9,17,37,19,-0.92,1,0.3,0,2,1
0,0,1,34,34,0.32,0,2.6,0,1,1
9,9,1,38,19,-1.7,0,3.7,0,2,1
4,1,1,19,3,-0.92,1,0.3,0,4,1
7,8,1,1,19,0.79,0,-0.3,0,1,1
4,7,1,1,38,-1.7,1,3.7,0,2,1
9,9,1,37,37,0.32,1,2.6,0,1,1
2,9,43,3,1,0.79,1,-0.3,0,1,1
5,4,43,1,1,0.32,0,2.6,0,1,1
5,5,18,3,19,1.79,1,0.5,0,1,1
7,7,1,38,38,-3.12,1,-0.8,0,1,1
7,5,1,37,37,1.74,1,1.4,0,4,1
9,5,51,1,19,2.02,1,0.6,0,1,1
5,4,18,38,1,-0.92,1,0.3,0,1,1
3,3,7,5,40,2.02,0,0.6,0,1,1
10,3,7,4,1,1.79,0,0.5,0,1,1
9,9,1,1,1,2.02,1,0.6,0,1,1
8,5,43,1,1,-1.7,1,3.7,0,1,1
5,4,1,37,1,-1.7,0,3.7,0,2,1
3,4,1,3,1,-3.12,0,-0.8,0,2,1
9,9,1,37,1,-4.06,1,2.8,0,1,1
9,9,1,37,38,1.74,1,1.4,0,1,1
7,5,1,19,19,-3.12,1,-0.8,0,1,1
9,3,17,37,37,-4.06,1,2.8,0,2,1
5,5,1,19,37,1.79,1,0.5,0,2,1
10,9,1,19,38,3.51,1,1.4,0,1,1
3,5,7,38,19,-3.12,0,-0.8,0,1,1
6,7,17,37,19,1.74,1,1.4,0,3,1
7,4,1,37,19,2.02,0,0.6,0,3,1
8,9,1,1,19,2.02,1,0.6,0,1,1
6,90,1,19,9,0.32,0,2.6,0,1,1
4,4,17,1,1,3.51,0,1.4,0,1,1
6,6,17,37,37,-0.92,0,0.3,0,1,1
8,9,1,1,1,1.79,1,0.5,0,1,1
7,9,1,38,37,-4.06,1,2.8,0,1,1
4,4,1,1,1,1.74,0,1.4,0,1,1
5,9,1,19,38,1.79,0,0.5,0,1,1
3,1,1,1,3,-3.12,0,-0.8,0,2,1
3,2,17,1,4,-1.7,0,3.7,0,4,1
9,9,1,38,38,-1.7,1,3.7,0,2,1
